File Name	nsd_id	cocoId	category_id	supercategory	name	Count
shared0753_nsd54825.png	54824	6178	70	furniture	toilet	1
shared0753_nsd54825.png	54824	6178	81	appliance	sink	1
shared0070_nsd07008.png	7007	536786	24	animal	zebra	1
shared0524_nsd39554.png	39553	125725	1	person	person	2
shared0524_nsd39554.png	39553	125725	22	animal	elephant	4
shared0915_nsd66343.png	66342	229947	1	person	person	3
shared0915_nsd66343.png	66342	229947	60	food	donut	14
shared0915_nsd66343.png	66342	229947	61	food	cake	2
shared0868_nsd63082.png	63081	444880	85	indoor	clock	1
shared0570_nsd42852.png	42851	400581	28	accessory	umbrella	1
shared0570_nsd42852.png	42851	400581	62	furniture	chair	2
shared0570_nsd42852.png	42851	400581	64	furniture	potted plant	3
shared0570_nsd42852.png	42851	400581	67	furniture	dining table	2
shared0313_nsd24741.png	24740	11373	20	animal	sheep	1
shared0877_nsd63945.png	63944	342639	1	person	person	1
shared0877_nsd63945.png	63944	342639	15	outdoor	bench	2
shared0877_nsd63945.png	63944	342639	18	animal	dog	1
shared0877_nsd63945.png	63944	342639	40	sports	baseball glove	1
shared0877_nsd63945.png	63944	342639	43	sports	tennis racket	1
shared0283_nsd22795.png	22794	359687	9	vehicle	boat	14
shared0642_nsd46807.png	46806	154011	23	animal	bear	2
shared0935_nsd67803.png	67802	82945	1	person	person	1
shared0935_nsd67803.png	67802	82945	35	sports	skis	1
shared0824_nsd59818.png	59817	204806	23	animal	bear	1
shared0532_nsd40722.png	40721	130181	21	animal	cow	3
shared0186_nsd15365.png	15364	37358	10	outdoor	traffic light	5
shared0186_nsd15365.png	15364	37358	19	animal	horse	1
shared0306_nsd24518.png	24517	281575	1	person	person	2
shared0306_nsd24518.png	24517	281575	22	animal	elephant	1
shared0984_nsd71233.png	71232	511127	1	person	person	14
shared0984_nsd71233.png	71232	511127	35	sports	skis	4
shared0364_nsd27581.png	27580	275335	81	appliance	sink	1
shared0719_nsd52528.png	52527	438751	8	vehicle	truck	1
shared0719_nsd52528.png	52527	438751	18	animal	dog	1
shared0661_nsd48380.png	48379	160142	47	kitchen	cup	4
shared0661_nsd48380.png	48379	160142	63	furniture	couch	1
shared0661_nsd48380.png	48379	160142	72	electronic	tv	1
shared0661_nsd48380.png	48379	160142	75	electronic	remote	2
shared0661_nsd48380.png	48379	160142	84	indoor	book	11
shared0152_nsd12496.png	12495	553166	1	person	person	1
shared0152_nsd12496.png	12495	553166	42	sports	surfboard	1
shared0865_nsd62684.png	62683	35972	3	vehicle	car	5
shared0865_nsd62684.png	62683	35972	11	outdoor	fire hydrant	1
shared0572_nsd42947.png	42946	138785	51	kitchen	bowl	1
shared0572_nsd42947.png	42946	138785	62	furniture	chair	1
shared0572_nsd42947.png	42946	138785	63	furniture	couch	1
shared0572_nsd42947.png	42946	138785	64	furniture	potted plant	1
shared0572_nsd42947.png	42946	138785	84	indoor	book	4
shared0572_nsd42947.png	42946	138785	86	indoor	vase	1
shared0572_nsd42947.png	42946	138785	88	indoor	teddy bear	1
shared0451_nsd33753.png	33752	365003	62	furniture	chair	4
shared0451_nsd33753.png	33752	365003	63	furniture	couch	1
shared0451_nsd33753.png	33752	365003	67	furniture	dining table	1
shared0451_nsd33753.png	33752	365003	72	electronic	tv	1
shared0451_nsd33753.png	33752	365003	84	indoor	book	13
shared0624_nsd45983.png	45982	412857	25	animal	giraffe	6
shared0606_nsd44706.png	44705	407778	1	person	person	4
shared0606_nsd44706.png	44705	407778	7	vehicle	train	1
shared0606_nsd44706.png	44705	407778	10	outdoor	traffic light	1
shared0293_nsd23242.png	23241	62547	1	person	person	2
shared0293_nsd23242.png	23241	62547	17	animal	cat	1
shared0293_nsd23242.png	23241	62547	44	kitchen	bottle	1
shared0293_nsd23242.png	23241	62547	73	electronic	laptop	1
shared0293_nsd23242.png	23241	62547	74	electronic	mouse	1
shared0293_nsd23242.png	23241	62547	84	indoor	book	14
shared0081_nsd07841.png	7840	539340	88	indoor	teddy bear	1
shared0954_nsd69241.png	69240	40187	44	kitchen	bottle	1
shared0954_nsd69241.png	69240	40187	46	kitchen	wine glass	2
shared0954_nsd69241.png	69240	40187	63	furniture	couch	1
shared0954_nsd69241.png	69240	40187	67	furniture	dining table	1
shared0954_nsd69241.png	69240	40187	78	appliance	microwave	1
shared0954_nsd69241.png	69240	40187	79	appliance	oven	1
shared0954_nsd69241.png	69240	40187	81	appliance	sink	2
shared0954_nsd69241.png	69240	40187	82	appliance	refrigerator	1
shared0155_nsd12797.png	12796	29730	1	person	person	1
shared0155_nsd12797.png	12796	29730	35	sports	skis	1
shared0373_nsd28287.png	28286	81841	62	furniture	chair	5
shared0373_nsd28287.png	28286	81841	64	furniture	potted plant	1
shared0373_nsd28287.png	28286	81841	67	furniture	dining table	1
shared0373_nsd28287.png	28286	81841	84	indoor	book	13
shared0373_nsd28287.png	28286	81841	86	indoor	vase	2
shared0601_nsd44185.png	44184	143594	9	vehicle	boat	1
shared0601_nsd44185.png	44184	143594	16	animal	bird	2
shared0105_nsd09028.png	9027	280764	1	person	person	1
shared0105_nsd09028.png	9027	280764	41	sports	skateboard	1
shared0677_nsd49235.png	49234	425712	73	electronic	laptop	1
shared0677_nsd49235.png	49234	425712	74	electronic	mouse	1
shared0677_nsd49235.png	49234	425712	77	electronic	cell phone	1
shared0677_nsd49235.png	49234	425712	84	indoor	book	1
shared0203_nsd16842.png	16841	566261	1	person	person	8
shared0203_nsd16842.png	16841	566261	3	vehicle	car	1
shared0203_nsd16842.png	16841	566261	4	vehicle	motorcycle	7
shared0646_nsd47071.png	47070	417141	51	kitchen	bowl	1
shared0646_nsd47071.png	47070	417141	59	food	pizza	3
shared0646_nsd47071.png	47070	417141	67	furniture	dining table	1
shared0189_nsd15794.png	15793	300881	1	person	person	1
shared0189_nsd15794.png	15793	300881	25	animal	giraffe	2
shared0837_nsd60846.png	60845	208805	63	furniture	couch	1
shared0837_nsd60846.png	60845	208805	72	electronic	tv	1
shared0837_nsd60846.png	60845	208805	75	electronic	remote	2
shared0837_nsd60846.png	60845	208805	84	indoor	book	1
shared0769_nsd55970.png	55969	189893	44	kitchen	bottle	3
shared0769_nsd55970.png	55969	189893	81	appliance	sink	1
shared0769_nsd55970.png	55969	189893	89	indoor	hair drier	1
shared0941_nsd68340.png	68339	237697	65	furniture	bed	1
shared0326_nsd25372.png	25371	332875	1	person	person	7
shared0326_nsd25372.png	25371	332875	44	kitchen	bottle	7
shared0326_nsd25372.png	25371	332875	46	kitchen	wine glass	7
shared0326_nsd25372.png	25371	332875	47	kitchen	cup	1
shared0326_nsd25372.png	25371	332875	51	kitchen	bowl	3
shared0326_nsd25372.png	25371	332875	67	furniture	dining table	1
shared0326_nsd25372.png	25371	332875	81	appliance	sink	1
shared0326_nsd25372.png	25371	332875	86	indoor	vase	1
shared0923_nsd66837.png	66836	231851	9	vehicle	boat	1
shared0923_nsd66837.png	66836	231851	16	animal	bird	1
shared0969_nsd70233.png	70232	434069	1	person	person	14
shared0969_nsd70233.png	70232	434069	3	vehicle	car	1
shared0969_nsd70233.png	70232	434069	27	accessory	backpack	3
shared0969_nsd70233.png	70232	434069	28	accessory	umbrella	1
shared0969_nsd70233.png	70232	434069	31	accessory	handbag	8
shared0969_nsd70233.png	70232	434069	77	electronic	cell phone	3
shared0355_nsd26910.png	26909	338670	1	person	person	11
shared0355_nsd26910.png	26909	338670	31	accessory	handbag	1
shared0355_nsd26910.png	26909	338670	52	food	banana	14
shared0355_nsd26910.png	26909	338670	53	food	apple	5
shared0355_nsd26910.png	26909	338670	55	food	orange	6
shared0390_nsd29011.png	29010	346754	47	kitchen	cup	2
shared0390_nsd29011.png	29010	346754	50	kitchen	spoon	1
shared0390_nsd29011.png	29010	346754	51	kitchen	bowl	5
shared0390_nsd29011.png	29010	346754	62	furniture	chair	4
shared0390_nsd29011.png	29010	346754	67	furniture	dining table	1
shared0390_nsd29011.png	29010	346754	78	appliance	microwave	1
shared0390_nsd29011.png	29010	346754	79	appliance	oven	2
shared0390_nsd29011.png	29010	346754	81	appliance	sink	1
shared0390_nsd29011.png	29010	346754	82	appliance	refrigerator	1
shared0390_nsd29011.png	29010	346754	86	indoor	vase	4
shared0324_nsd25319.png	25318	332692	23	animal	bear	1
shared0181_nsd14899.png	14898	35927	16	animal	bird	1
shared0937_nsd68024.png	68023	498615	8	vehicle	truck	1
shared0937_nsd68024.png	68023	498615	16	animal	bird	14
shared0234_nsd19437.png	19436	312003	1	person	person	1
shared0234_nsd19437.png	19436	312003	3	vehicle	car	2
shared0234_nsd19437.png	19436	312003	8	vehicle	truck	1
shared0234_nsd19437.png	19436	312003	11	outdoor	fire hydrant	1
shared0234_nsd19437.png	19436	312003	13	outdoor	stop sign	1
shared0234_nsd19437.png	19436	312003	14	outdoor	parking meter	2
shared0864_nsd62562.png	62561	385417	3	vehicle	car	1
shared0864_nsd62562.png	62561	385417	62	furniture	chair	1
shared0864_nsd62562.png	62561	385417	72	electronic	tv	2
shared0864_nsd62562.png	62561	385417	73	electronic	laptop	2
shared0864_nsd62562.png	62561	385417	74	electronic	mouse	2
shared0864_nsd62562.png	62561	385417	76	electronic	keyboard	3
shared0734_nsd53490.png	53489	442489	44	kitchen	bottle	1
shared0734_nsd53490.png	53489	442489	50	kitchen	spoon	1
shared0734_nsd53490.png	53489	442489	51	kitchen	bowl	2
shared0734_nsd53490.png	53489	442489	56	food	broccoli	5
shared0734_nsd53490.png	53489	442489	67	furniture	dining table	1
shared0460_nsd34419.png	34418	367552	1	person	person	12
shared0460_nsd34419.png	34418	367552	35	sports	skis	2
shared0148_nsd12076.png	12075	27665	1	person	person	4
shared0148_nsd12076.png	12075	27665	25	animal	giraffe	3
shared0756_nsd55006.png	55005	448401	7	vehicle	train	1
shared0951_nsd69031.png	69030	214821	1	person	person	1
shared0951_nsd69031.png	69030	214821	39	sports	baseball bat	1
shared0057_nsd06133.png	6132	1625	2	vehicle	bicycle	1
shared0057_nsd06133.png	6132	1625	6	vehicle	bus	1
shared0032_nsd04613.png	4612	5028	1	person	person	1
shared0032_nsd04613.png	4612	5028	51	kitchen	bowl	1
shared0032_nsd04613.png	4612	5028	62	furniture	chair	1
shared0032_nsd04613.png	4612	5028	63	furniture	couch	1
shared0032_nsd04613.png	4612	5028	73	electronic	laptop	1
shared0032_nsd04613.png	4612	5028	75	electronic	remote	1
shared0032_nsd04613.png	4612	5028	79	appliance	oven	1
shared0032_nsd04613.png	4612	5028	84	indoor	book	14
shared0032_nsd04613.png	4612	5028	86	indoor	vase	3
shared0573_nsd42981.png	42980	138904	70	furniture	toilet	1
shared0573_nsd42981.png	42980	138904	81	appliance	sink	1
shared0501_nsd38247.png	38246	353175	22	animal	elephant	2
shared0845_nsd61514.png	61513	211198	1	person	person	1
shared0845_nsd61514.png	61513	211198	41	sports	skateboard	1
shared0112_nsd09723.png	9722	544926	1	person	person	1
shared0112_nsd09723.png	9722	544926	2	vehicle	bicycle	1
shared0184_nsd15026.png	15025	6053	1	person	person	1
shared0184_nsd15026.png	15025	6053	35	sports	skis	1
shared0145_nsd11943.png	11942	27298	44	kitchen	bottle	1
shared0145_nsd11943.png	11942	27298	81	appliance	sink	1
shared0670_nsd48682.png	48681	423488	44	kitchen	bottle	1
shared0670_nsd48682.png	48681	423488	62	furniture	chair	1
shared0670_nsd48682.png	48681	423488	73	electronic	laptop	1
shared0670_nsd48682.png	48681	423488	74	electronic	mouse	1
shared0670_nsd48682.png	48681	423488	77	electronic	cell phone	1
shared0437_nsd32644.png	32643	60117	20	animal	sheep	4
shared0195_nsd16422.png	16421	40685	17	animal	cat	1
shared0195_nsd16422.png	16421	40685	65	furniture	bed	1
shared0036_nsd04787.png	4786	267699	1	person	person	3
shared0036_nsd04787.png	4786	267699	3	vehicle	car	6
shared0036_nsd04787.png	4786	267699	6	vehicle	bus	3
shared0036_nsd04787.png	4786	267699	10	outdoor	traffic light	5
shared0036_nsd04787.png	4786	267699	11	outdoor	fire hydrant	1
shared0036_nsd04787.png	4786	267699	27	accessory	backpack	1
shared0814_nsd59080.png	59079	201969	1	person	person	4
shared0814_nsd59080.png	59079	201969	9	vehicle	boat	1
shared0814_nsd59080.png	59079	201969	15	outdoor	bench	1
shared0814_nsd59080.png	59079	201969	18	animal	dog	4
shared0982_nsd71187.png	71186	510900	1	person	person	1
shared0982_nsd71187.png	71186	510900	58	food	hot dog	2
shared0762_nsd55650.png	55649	188660	16	animal	bird	17
shared0292_nsd23037.png	23036	323970	25	animal	giraffe	1
shared0754_nsd54914.png	54913	185888	5	vehicle	airplane	1
shared0562_nsd42239.png	42238	22696	1	person	person	8
shared0562_nsd42239.png	42238	22696	47	kitchen	cup	7
shared0562_nsd42239.png	42238	22696	48	kitchen	fork	1
shared0562_nsd42239.png	42238	22696	49	kitchen	knife	2
shared0562_nsd42239.png	42238	22696	59	food	pizza	3
shared0562_nsd42239.png	42238	22696	62	furniture	chair	3
shared0562_nsd42239.png	42238	22696	64	furniture	potted plant	2
shared0562_nsd42239.png	42238	22696	67	furniture	dining table	4
shared0089_nsd08226.png	8225	16314	1	person	person	1
shared0072_nsd07121.png	7120	274978	1	person	person	2
shared0072_nsd07121.png	7120	274978	42	sports	surfboard	1
shared0315_nsd24847.png	24846	68623	22	animal	elephant	3
shared0604_nsd44370.png	44369	406445	1	person	person	1
shared0604_nsd44370.png	44369	406445	35	sports	skis	1
shared0671_nsd48803.png	48802	161836	4	vehicle	motorcycle	1
shared0540_nsd40980.png	40979	21826	1	person	person	2
shared0450_nsd33544.png	33543	570785	85	indoor	clock	2
shared0020_nsd03848.png	3847	526980	70	furniture	toilet	1
shared0197_nsd16617.png	16616	303392	63	furniture	couch	1
shared0197_nsd16617.png	16616	303392	64	furniture	potted plant	1
shared0197_nsd16617.png	16616	303392	67	furniture	dining table	2
shared0197_nsd16617.png	16616	303392	72	electronic	tv	1
shared0197_nsd16617.png	16616	303392	75	electronic	remote	1
shared0197_nsd16617.png	16616	303392	86	indoor	vase	1
shared0037_nsd04836.png	4835	5684	1	person	person	7
shared0037_nsd04836.png	4835	5684	3	vehicle	car	2
shared0037_nsd04836.png	4835	5684	6	vehicle	bus	1
shared0627_nsd46037.png	46036	150931	1	person	person	2
shared0627_nsd46037.png	46036	150931	42	sports	surfboard	1
shared0602_nsd44325.png	44324	406292	1	person	person	14
shared0602_nsd44325.png	44324	406292	6	vehicle	bus	1
shared0602_nsd44325.png	44324	406292	8	vehicle	truck	2
shared0602_nsd44325.png	44324	406292	20	animal	sheep	14
shared0276_nsd22516.png	22515	322008	46	kitchen	wine glass	2
shared0276_nsd22516.png	22515	322008	65	furniture	bed	1
shared0459_nsd34239.png	34238	366802	24	animal	zebra	1
shared0102_nsd08844.png	8843	18078	85	indoor	clock	2
shared0092_nsd08319.png	8318	278714	63	furniture	couch	2
shared0092_nsd08319.png	8318	278714	64	furniture	potted plant	3
shared0092_nsd08319.png	8318	278714	86	indoor	vase	7
shared0968_nsd70194.png	70193	244967	1	person	person	3
shared0968_nsd70194.png	70193	244967	32	accessory	tie	1
shared0968_nsd70194.png	70193	244967	47	kitchen	cup	1
shared0088_nsd08205.png	8204	540538	18	animal	dog	1
shared0721_nsd52597.png	52596	176873	1	person	person	7
shared0721_nsd52597.png	52596	176873	2	vehicle	bicycle	3
shared0721_nsd52597.png	52596	176873	3	vehicle	car	7
shared0721_nsd52597.png	52596	176873	10	outdoor	traffic light	8
shared0721_nsd52597.png	52596	176873	31	accessory	handbag	2
shared0721_nsd52597.png	52596	176873	62	furniture	chair	1
shared0721_nsd52597.png	52596	176873	64	furniture	potted plant	1
shared0587_nsd43620.png	43619	403535	22	animal	elephant	2
shared0966_nsd70076.png	70075	244476	1	person	person	1
shared0966_nsd70076.png	70075	244476	61	food	cake	1
shared0966_nsd70076.png	70075	244476	62	furniture	chair	1
shared0966_nsd70076.png	70075	244476	67	furniture	dining table	1
shared0153_nsd12635.png	12634	553586	51	kitchen	bowl	1
shared0153_nsd12635.png	12634	553586	54	food	sandwich	2
shared0153_nsd12635.png	12634	553586	55	food	orange	1
shared0153_nsd12635.png	12634	553586	67	furniture	dining table	1
shared0476_nsd36259.png	36258	112734	22	animal	elephant	1
shared0399_nsd29887.png	29886	320508	3	vehicle	car	1
shared0399_nsd29887.png	29886	320508	10	outdoor	traffic light	3
shared0885_nsd64688.png	64687	223718	1	person	person	6
shared0885_nsd64688.png	64687	223718	37	sports	sports ball	1
shared0885_nsd64688.png	64687	223718	39	sports	baseball bat	1
shared0885_nsd64688.png	64687	223718	40	sports	baseball glove	4
shared0414_nsd30888.png	30887	91784	25	animal	giraffe	2
shared0439_nsd32772.png	32771	361193	24	animal	zebra	1
shared0289_nsd22958.png	22957	61559	7	vehicle	train	2
shared0097_nsd08466.png	8465	279197	1	person	person	1
shared0097_nsd08466.png	8465	279197	42	sports	surfboard	1
shared0087_nsd08110.png	8109	300383	1	person	person	1
shared0087_nsd08110.png	8109	300383	37	sports	sports ball	1
shared0087_nsd08110.png	8109	300383	43	sports	tennis racket	1
shared0608_nsd44730.png	44729	24287	25	animal	giraffe	2
shared0953_nsd69215.png	69214	241026	7	vehicle	train	1
shared0541_nsd41057.png	41056	131524	85	indoor	clock	1
shared0732_nsd53271.png	53270	179480	1	person	person	1
shared0732_nsd53271.png	53270	179480	35	sports	skis	1
shared0577_nsd43160.png	43159	139561	19	animal	horse	1
shared0515_nsd39048.png	39047	123692	1	person	person	12
shared0515_nsd39048.png	39047	123692	15	outdoor	bench	1
shared0515_nsd39048.png	39047	123692	39	sports	baseball bat	1
shared0515_nsd39048.png	39047	123692	40	sports	baseball glove	1
shared0882_nsd64499.png	64498	485113	11	outdoor	fire hydrant	1
shared0083_nsd07945.png	7944	277524	25	animal	giraffe	1
shared0120_nsd10065.png	10064	21718	50	kitchen	spoon	1
shared0120_nsd10065.png	10064	21718	51	kitchen	bowl	1
shared0120_nsd10065.png	10064	21718	56	food	broccoli	7
shared0120_nsd10065.png	10064	21718	57	food	carrot	14
shared0659_nsd48261.png	48260	159680	85	indoor	clock	1
shared0041_nsd05035.png	5034	268418	1	person	person	1
shared0041_nsd05035.png	5034	268418	38	sports	kite	1
shared0454_nsd34069.png	34068	366146	1	person	person	14
shared0454_nsd34069.png	34068	366146	6	vehicle	bus	1
shared0454_nsd34069.png	34068	366146	35	sports	skis	12
shared0443_nsd32911.png	32910	99580	62	furniture	chair	1
shared0443_nsd32911.png	32910	99580	63	furniture	couch	1
shared0443_nsd32911.png	32910	99580	64	furniture	potted plant	3
shared0443_nsd32911.png	32910	99580	75	electronic	remote	4
shared0443_nsd32911.png	32910	99580	84	indoor	book	4
shared0667_nsd48619.png	48618	423209	3	vehicle	car	2
shared0667_nsd48619.png	48618	423209	5	vehicle	airplane	3
shared0667_nsd48619.png	48618	423209	8	vehicle	truck	2
shared0319_nsd25206.png	25205	332261	1	person	person	1
shared0319_nsd25206.png	25205	332261	42	sports	surfboard	1
shared0565_nsd42564.png	42563	197656	7	vehicle	train	1
shared0559_nsd42172.png	42171	135965	1	person	person	2
shared0559_nsd42172.png	42171	135965	38	sports	kite	1
shared0799_nsd57651.png	57650	196368	64	furniture	potted plant	1
shared0799_nsd57651.png	57650	196368	70	furniture	toilet	1
shared0799_nsd57651.png	57650	196368	81	appliance	sink	1
shared0799_nsd57651.png	57650	196368	86	indoor	vase	1
shared0613_nsd45130.png	45129	147331	1	person	person	1
shared0613_nsd45130.png	45129	147331	2	vehicle	bicycle	1
shared0613_nsd45130.png	45129	147331	3	vehicle	car	1
shared0613_nsd45130.png	45129	147331	64	furniture	potted plant	3
shared0613_nsd45130.png	45129	147331	84	indoor	book	1
shared0331_nsd25589.png	25588	333654	1	person	person	4
shared0331_nsd25589.png	25588	333654	3	vehicle	car	14
shared0331_nsd25589.png	25588	333654	6	vehicle	bus	2
shared0331_nsd25589.png	25588	333654	8	vehicle	truck	14
shared0300_nsd23994.png	23993	65400	1	person	person	2
shared0300_nsd23994.png	23993	65400	18	animal	dog	1
shared0300_nsd23994.png	23993	65400	44	kitchen	bottle	1
shared0300_nsd23994.png	23993	65400	52	food	banana	14
shared0300_nsd23994.png	23993	65400	53	food	apple	7
shared0300_nsd23994.png	23993	65400	55	food	orange	5
shared0300_nsd23994.png	23993	65400	85	indoor	clock	1
shared0552_nsd41779.png	41778	396550	20	animal	sheep	9
shared0512_nsd38830.png	38829	122811	7	vehicle	train	2
shared0786_nsd56785.png	56784	193023	1	person	person	1
shared0786_nsd56785.png	56784	193023	11	outdoor	fire hydrant	1
shared0022_nsd03914.png	3913	265023	1	person	person	6
shared0022_nsd03914.png	3913	265023	27	accessory	backpack	1
shared0022_nsd03914.png	3913	265023	35	sports	skis	2
shared0022_nsd03914.png	3913	265023	77	electronic	cell phone	1
shared0006_nsd03158.png	3157	584	50	kitchen	spoon	1
shared0006_nsd03158.png	3157	584	51	kitchen	bowl	1
shared0006_nsd03158.png	3157	584	56	food	broccoli	2
shared0006_nsd03158.png	3157	584	57	food	carrot	10
shared0568_nsd42698.png	42697	399984	23	animal	bear	2
shared0356_nsd26972.png	26971	12795	1	person	person	1
shared0356_nsd26972.png	26971	12795	43	sports	tennis racket	1
shared0136_nsd11618.png	11617	26388	1	person	person	1
shared0136_nsd11618.png	11617	26388	32	accessory	tie	1
shared0783_nsd56724.png	56723	454915	72	electronic	tv	1
shared0783_nsd56724.png	56723	454915	74	electronic	mouse	1
shared0783_nsd56724.png	56723	454915	76	electronic	keyboard	1
shared0516_nsd39059.png	39058	385864	52	food	banana	1
shared0516_nsd39059.png	39058	385864	53	food	apple	6
shared0516_nsd39059.png	39058	385864	55	food	orange	2
shared0309_nsd24639.png	24638	330084	23	animal	bear	1
shared0076_nsd07410.png	7409	275902	7	vehicle	train	1
shared0637_nsd46463.png	46462	506039	1	person	person	1
shared0637_nsd46463.png	46462	506039	42	sports	surfboard	1
shared0422_nsd31234.png	31233	59194	62	furniture	chair	3
shared0422_nsd31234.png	31233	59194	63	furniture	couch	4
shared0422_nsd31234.png	31233	59194	64	furniture	potted plant	1
shared0422_nsd31234.png	31233	59194	67	furniture	dining table	1
shared0422_nsd31234.png	31233	59194	72	electronic	tv	1
shared0422_nsd31234.png	31233	59194	84	indoor	book	1
shared0696_nsd50883.png	50882	28367	22	animal	elephant	2
shared0618_nsd45747.png	45746	149791	47	kitchen	cup	1
shared0618_nsd45747.png	45746	149791	81	appliance	sink	1
shared0618_nsd45747.png	45746	149791	86	indoor	vase	1
shared0610_nsd44845.png	44844	146256	1	person	person	14
shared0610_nsd44845.png	44844	146256	22	animal	elephant	1
shared0610_nsd44845.png	44844	146256	62	furniture	chair	1
shared0480_nsd36624.png	36623	376407	1	person	person	1
shared0480_nsd36624.png	36623	376407	41	sports	skateboard	1
shared0264_nsd21554.png	21553	1877	7	vehicle	train	1
shared0854_nsd61973.png	61972	475236	60	food	donut	3
shared0592_nsd43821.png	43820	504289	19	animal	horse	3
shared0419_nsd31050.png	31049	92288	44	kitchen	bottle	1
shared0419_nsd31050.png	31049	92288	47	kitchen	cup	2
shared0419_nsd31050.png	31049	92288	48	kitchen	fork	1
shared0419_nsd31050.png	31049	92288	49	kitchen	knife	2
shared0419_nsd31050.png	31049	92288	54	food	sandwich	1
shared0419_nsd31050.png	31049	92288	57	food	carrot	3
shared0419_nsd31050.png	31049	92288	67	furniture	dining table	1
shared0781_nsd56682.png	56681	192631	56	food	broccoli	6
shared0166_nsd13721.png	13720	556748	1	person	person	4
shared0166_nsd13721.png	13720	556748	6	vehicle	bus	1
shared0166_nsd13721.png	13720	556748	32	accessory	tie	1
shared0389_nsd28964.png	28963	346583	3	vehicle	car	1
shared0389_nsd28964.png	28963	346583	16	animal	bird	1
shared0750_nsd54699.png	54698	447182	1	person	person	1
shared0750_nsd54699.png	54698	447182	35	sports	skis	1
shared0357_nsd26991.png	26990	338987	1	person	person	3
shared0357_nsd26991.png	26990	338987	11	outdoor	fire hydrant	1
shared0354_nsd26896.png	26895	76476	3	vehicle	car	1
shared0354_nsd26896.png	26895	76476	5	vehicle	airplane	1
shared0869_nsd63183.png	63182	294744	51	kitchen	bowl	1
shared0869_nsd63183.png	63182	294744	72	electronic	tv	2
shared0869_nsd63183.png	63182	294744	74	electronic	mouse	1
shared0869_nsd63183.png	63182	294744	76	electronic	keyboard	1
shared0869_nsd63183.png	63182	294744	77	electronic	cell phone	1
shared0869_nsd63183.png	63182	294744	84	indoor	book	1
shared0779_nsd56472.png	56471	191740	50	kitchen	spoon	1
shared0779_nsd56472.png	56471	191740	51	kitchen	bowl	1
shared0779_nsd56472.png	56471	191740	57	food	carrot	8
shared0779_nsd56472.png	56471	191740	67	furniture	dining table	1
shared0051_nsd05575.png	5574	8027	16	animal	bird	1
shared0806_nsd58165.png	58164	198319	1	person	person	2
shared0806_nsd58165.png	58164	198319	3	vehicle	car	3
shared0806_nsd58165.png	58164	198319	8	vehicle	truck	3
shared0241_nsd20065.png	20064	576011	33	accessory	suitcase	1
shared0161_nsd13313.png	13312	293368	62	furniture	chair	5
shared0161_nsd13313.png	13312	293368	64	furniture	potted plant	3
shared0161_nsd13313.png	13312	293368	65	furniture	bed	1
shared0161_nsd13313.png	13312	293368	84	indoor	book	1
shared0640_nsd46643.png	46642	162230	61	food	cake	2
shared0640_nsd46643.png	46642	162230	79	appliance	oven	1
shared0929_nsd67205.png	67204	495387	62	furniture	chair	4
shared0929_nsd67205.png	67204	495387	64	furniture	potted plant	1
shared0929_nsd67205.png	67204	495387	67	furniture	dining table	1
shared0288_nsd22887.png	22886	61288	1	person	person	1
shared0288_nsd22887.png	22886	61288	3	vehicle	car	2
shared0288_nsd22887.png	22886	61288	31	accessory	handbag	1
